time,x,y,phi,v
0,-18.8529229949499,-1.16006284100672,0.0391542156550544,2.35062909136882
0.1,-18.5849775576622,-1.14999756352783,0.0387427849238323,2.33497581555768
0.2,-18.3379552674084,-1.14072762224954,0.0383715239152123,2.29560910539741
0.3,-18.1109847251239,-1.13221943786863,0.0380383703200737,2.23472792519782
0.4,-17.9031945317441,-1.12443943108187,0.0377412618292953,2.15453123926868
0.5,-17.7137132882044,-1.11735402258604,0.0374781361337562,2.0572180119198
0.6,-17.5416695954401,-1.11092963307792,0.0372469309243355,1.94498720746097
0.7,-17.3861920543867,-1.10513268325429,0.0370455838919121,1.82003779020197
0.8,-17.2464092659795,-1.09992959381192,0.0368720327273653,1.68456872445261
0.9,-17.1214498311539,-1.09528678544761,0.0367242151215738,1.54077897452267
1,-17.0104423508452,-1.09117067885811,0.0366000687654169,1.39086750472194
1.1,-16.9125154259889,-1.08754769474022,0.0364975313497736,1.23703327936022
1.2,-16.8267976575203,-1.08438425379071,0.0364145405655228,1.08147526274731
1.3,-16.7524176463747,-1.08164677670635,0.0363490341035437,0.926392419192985
1.4,-16.6885039934876,-1.07930168418394,0.0362989496547152,0.773983713007048
1.5,-16.6341852997944,-1.07731539692024,0.0362622249099164,0.626448108499289
1.6,-16.5885901662304,-1.07565433561203,0.0362367975600263,0.485984569979501
1.7,-16.5508471937309,-1.0742849209561,0.0362206052959241,0.354792061757476
1.8,-16.5200849832314,-1.07317357364921,0.0362115858084886,0.235069548143007
1.9,-16.4954321356673,-1.07228671438816,0.036207676788599,0.129015993445886
2,-16.4760172519739,-1.07159076386971,0.0362068159271342,0.0388303619759063
2.1,-16.4609788476819,-1.07105254631151,0.0362069826633166,-0.0333704385591675
2.2,-16.4496891394523,-1.07064839749239,0.0362071405042594,-0.0874036913983732
2.3,-16.4417572365568,-1.07036429464464,0.0362072504636434,-0.125047284520299
2.4,-16.4368028011955,-1.07018664450136,0.0362073179913827,-0.148166445568787
2.5,-16.4344454955686,-1.07010185379564,0.0362073485373912,-0.15862640218768
2.6,-16.4343049818761,-1.07009632926056,0.0362073475515829,-0.158292382020821
2.7,-16.4360009223183,-1.07015647762923,0.0362073204838719,-0.149029612712052
2.8,-16.4391529790951,-1.07026870563474,0.0362072727841722,-0.132703321905214
2.9,-16.4433808144068,-1.07041942001018,0.0362072099023977,-0.111178737244152
3,-16.4483040904534,-1.07059502748865,0.0362071372884626,-0.0863210863727064
3.1,-16.4535424694351,-1.07078193480323,0.0362070603922808,-0.0599955969347205
3.2,-16.4587156135519,-1.07096654868703,0.0362069846637664,-0.0340674965740365
3.3,-16.463443185004,-1.07113527587313,0.0362069155528333,-0.0104020129344968
3.4,-16.4673547733891,-1.07127487783158,0.03620685836668,0.00918445022298224
3.5,-16.4703083332174,-1.07138027622448,0.0362068151295463,0.023998609439235
3.6,-16.4723902032288,-1.07145455359631,0.036206784582436,0.0344703965619789
3.7,-16.4736966534247,-1.07150114736654,0.0362067653235817,0.0410785863228835
3.8,-16.474323953806,-1.07152349495463,0.0362067559512158,0.0443019534536183
3.9,-16.474368374374,-1.07152503378005,0.0362067550635709,0.0446192726858529
4,-16.4739261851299,-1.07150920126227,0.0362067612588795,0.042509318751257
4.1,-16.4730936560746,-1.07147943482075,0.0362067731353742,0.0384508663815001
4.2,-16.4719670572095,-1.07143917187497,0.0362067892912875,0.0329226903082519
4.3,-16.4706426585357,-1.07139184984438,0.036206808324852,0.0264035652631819
4.4,-16.4692167300543,-1.07134090614846,0.0362068288343002,0.0193722659779597
