time,x,y,phi,v
0,-22.0349988435188,-11.2339702739906,0.00239506562287442,6.42334032071585
0.1,-21.3261479205836,-11.2318839093739,0.00169589358179205,6.43520134131558
0.2,-20.6358809356056,-11.2305209567304,0.00112193027533679,6.44658809457045
0.3,-19.9618543637156,-11.2297618763057,0.000667236905443435,6.45753051422861
0.4,-19.3017246800445,-11.2294871283454,0.000325874674046764,6.46805853403823
0.5,-18.653148359723,-11.229577173095,9.19047830815673e-05,6.47820208774745
0.6,-18.0137818778821,-11.2299124708001,-4.06115655173685e-05,6.48799110910444
0.7,-17.3812817096524,-11.2303734817063,-7.76131698152539e-05,6.49745553185735
0.8,-16.7533043301648,-11.2308406660591,-2.50388278773029e-05,6.50662528975434
0.9,-16.12750621455,-11.2311944841041,0.000111172662231273,6.51553031654358
1,-15.501543837939,-11.2313153960869,0.000325082502445261,6.52420054597321
1.1,-14.8730736754625,-11.231083862253,0.00061075189469945,6.53266591179139
1.2,-14.2397522022513,-11.2303803428481,0.000962242040928627,6.54095634774629
1.3,-13.5992358934362,-11.2290852981176,0.00137361414306758,6.54910178758606
1.4,-12.949181224148,-11.2270791883071,0.00183892940305109,6.55713216505885
1.5,-12.2881129102201,-11.2243205049988,0.00233851419609266,6.56506850963559
1.6,-11.6180776210015,-11.2210842680588,0.0027969805993789,6.57289573125202
1.7,-10.9420149341718,-11.2177257456421,0.00312481564256056,6.58058958258684
1.8,-10.2628644275,-11.2146002059115,0.00323250635387045,6.58812581631779
1.9,-9.58356567875526,-11.2120629170299,0.0030305397615414,6.59548018512263
2,-8.9070582657067,-11.2104691471601,0.00242940289380624,6.60262844167912
2.1,-8.23628176612341,-11.210174164465,0.0013395827788978,6.60954633866501
2.2,-7.57417575777452,-11.2115332371076,-0.000328433554951092,6.61620962875806
2.3,-6.92354194745732,-11.2148997774218,-0.00266567040297423,6.62259504439527
2.4,-6.28402883054974,-11.2205847535597,-0.0057977171494197,6.62870172583445
2.5,-5.65214155986624,-11.2288568223323,-0.00988462008644912,6.63455115102269
2.6,-5.02424939102673,-11.23998281129,-0.015087915193404,6.64016576364
2.7,-4.39672157965111,-11.2542295479832,-0.0215691384496257,6.64556800736635
2.8,-3.76592738135929,-11.2718638599623,-0.0294898258344557,6.65078032588174
2.9,-3.12823605177115,-11.2931525747778,-0.0390115133272356,6.65582516286615
3,-2.48001684650662,-11.3183625199802,-0.0502957369073066,6.66072496199958
3.1,-1.81779004538366,-11.3478333735926,-0.0635096752518699,6.66550158139732
3.2,-1.14160377574886,-11.3836065631849,-0.0789523175555917,6.67016320068479
3.3,-0.455064440355323,-11.4294399435567,-0.0970556004035271,6.67470420301978
3.4,0.23806444812947,-11.4891671555846,-0.118257330458433,6.67911836239931
3.5,0.934019377038047,-11.5666218401454,-0.142995314383066,6.68339945282041
3.6,1.62903683370293,-11.6656376381159,-0.171707358840183,6.6875412482801
3.7,2.31935330545665,-11.7900481903729,-0.20483127049254,6.69153752277538
3.8,3.00120527963173,-11.943687137793,-0.242804856002895,6.69538205030329
3.9,3.67082924356068,-12.1303881212531,-0.286065922034004,6.69906860486085
4,4.32446168457609,-12.3539847816297,-0.335052275248587,6.70259096044506
4.1,4.95866983282765,-12.6172845046311,-0.389966470194761,6.70594324610865
4.2,5.57134177180264,-12.9189962269764,-0.450071559412764,6.70912100885353
4.3,6.16069526968743,-13.2568059134293,-0.514396095950788,6.71212014960141
4.4,6.72494809466839,-13.6283995287535,-0.581968632857021,6.71493656927399
4.5,7.2623180149319,-14.0314630377127,-0.651817723179656,6.71756616879298
4.6,7.77102279866433,-14.4636824050706,-0.722971919966881,6.7200048490801
4.7,8.24928021405204,-14.9227435955909,-0.794459776266886,6.72224851105704
4.8,8.6953080292814,-15.4063325740372,-0.865309845127862,6.72429305564552
4.9,9.10732401253878,-15.9121353051734,-0.934550679597999,6.72613438376724
5,9.48354593201057,-16.4378377537631,-1.00121083272549,6.72776839634392
5.1,9.82219155588327,-16.98112588457,-1.06431885755856,6.72919099429726
5.2,10.1222158130025,-17.5399692397668,-1.12308812160051,6.73040756855209
5.3,10.3855169143499,-18.113469609037,-1.17746990623727,6.73146140103609
5.4,10.6147275537511,-18.7010113293479,-1.2275996359516,6.7324052292066
5.5,10.812480425032,-19.3019787376667,-1.27361273522624,6.73329179052098
5.6,10.9814082220184,-19.9157561709605,-1.31564462854394,6.73417382243655
5.7,11.124143638536,-20.5417279661967,-1.35383074038745,6.73510406241068
5.8,11.2433193684107,-21.1792784603423,-1.38830649523953,6.73613524790071
5.9,11.3415681054682,-21.8277919903646,-1.41920731758291,6.73732011636397
6,11.4215225435344,-22.4866528932309,-1.44666863190036,6.73871140525783
6.1,11.485815376435,-23.1552455059082,-1.47082586267463,6.74036185203961
6.2,11.5370792979959,-23.8329541653639,-1.49181443438845,6.74232419416668
6.3,11.5779470020428,-24.5191632085652,-1.50976977152459,6.74465116909636
6.4,11.6110511824015,-25.2132569724792,-1.5248272985658,6.74739551428602
6.5,11.6390245328978,-25.9146197940731,-1.53712243999481,6.75060996719299
6.6,11.6644997473576,-26.6226360103142,-1.5467906202944,6.75434726527462
6.7,11.6901095196065,-27.3366899581696,-1.55396726394729,6.75866014598825
6.8,11.7184865434705,-28.0561659746067,-1.55878779543625,6.76360134679123
