time,x,y,phi,v
0,-18.0172088116269,-1.78433047272279,0.0215402086588996,6.87296867850828
0.1,-17.3664323502269,-1.76863633755911,0.0194179630421547,6.83605934099019
0.2,-16.712919680467,-1.7558612310577,0.0170789405186367,6.79831475576635
0.3,-16.0572195608486,-1.74574963848979,0.0145884120038878,6.75982519489263
0.4,-15.3998807498733,-1.73804604512659,0.0120116484134507,6.72068093042487
0.5,-14.7414520060425,-1.73249493623931,0.00941392066286769,6.68097223441894
0.6,-14.0824820878577,-1.72884079709918,0.00686049966768124,6.64078937893069
0.7,-13.4235197538204,-1.72682811297742,0.00441665634343378,6.60022263601598
0.8,-12.765113762432,-1.72620136914524,0.00214766160566776,6.55936227773066
0.9,-12.1078128721941,-1.72670505087387,0.000118786369925628,6.51829857613059
1,-11.452165841608,-1.72808364343452,-0.00160469844825019,6.47712180327163
1.1,-10.7987214291753,-1.7300816320984,-0.00295752193331726,6.43592223120963
1.2,-10.1480283933975,-1.73244350213674,-0.00387441316973313,6.39479013200045
1.3,-9.50063549277597,-1.73491373882076,-0.00429010124195537,6.35381577769995
1.4,-8.85709148581225,-1.73723682742168,-0.00413931523444153,6.31308944036398
1.5,-8.21794513100781,-1.73915725321071,-0.00335678423164919,6.2727013920484
1.6,-7.58374518686411,-1.74041950145907,-0.00187723731803589,6.23274190480907
1.7,-6.95504041188264,-1.74076805743798,0.000364596421940793,6.19330125070184
1.8,-6.33235678978588,-1.73993871380197,0.00343295010816116,6.15446120229695
1.9,-5.71570105352284,-1.73746907695974,0.00736839576588775,6.116109749187
2,-5.10456321106776,-1.73269953111434,0.0121879594207564,6.07794204060819
2.1,-4.49841100077941,-1.72496196066154,0.0179076523219106,6.03964491483678
2.2,-3.89671216101656,-1.71358824999715,0.0245434857184938,6.00090521014898
2.3,-3.29893443013799,-1.69791028351694,0.0321114708596495,5.96140976482105
2.4,-2.70454554650247,-1.67725994561671,0.0406276189945213,5.92084541712921
2.5,-2.11301324846879,-1.65096912069225,0.0501079413722524,5.87889900534969
2.6,-1.52380527439572,-1.61836969313935,0.0605684492419866,5.83525736775875
2.7,-0.936421681334983,-1.57880660840031,0.0720233176025006,5.78962337417972
2.8,-0.351122548327991,-1.53193196179435,0.0844435393022645,5.7420769000391
2.9,0.231062632917133,-1.47770879359897,0.0977563914895784,5.69307948457107
3,0.809070173775106,-1.41611396419036,0.111887208347359,5.64310963024188
3.1,1.38183638562065,-1.34712433394468,0.126761324058523,5.59264583951776
3.2,1.94829757982848,-1.27071676323812,0.142304072805987,5.54216661486494
3.3,2.50739006777332,-1.18686811244685,0.158440788772668,5.49215045874966
3.4,3.05805016082988,-1.09555524194706,0.175096806141483,5.44307587363815
3.5,3.59921417037289,-0.996755012114916,0.192197459095348,5.39542136199666
3.6,4.12981840777706,-0.890444283326603,0.209668081817179,5.34966542629141
3.7,4.6491136984397,-0.776584872379787,0.227444708173403,5.30615328031561
3.8,5.15761601283997,-0.655078082683223,0.245506411930084,5.26469397890917
3.9,5.65615938995029,-0.525810004052607,0.263843087458944,5.22496178188104
4,6.14557786874516,-0.388666726303539,0.282444629131776,5.18663094903933
4.1,6.62670548819908,-0.243534339251615,0.301300931320372,5.14937574019212
4.2,7.10037628728655,-0.0902989327124342,0.320401888396526,5.11287041514751
4.3,7.56742430498207,0.0711534034984056,0.339737394732029,5.07678923371359
4.4,8.02868358026016,0.240936579565308,0.359297344698675,5.04080645569846
4.5,8.48498815209407,0.419164505672346,0.379071632668237,5.0045963409106
4.6,8.93695984425188,0.605894021958264,0.39904673333603,4.96790532304589
4.7,9.38437617319276,0.800954912935258,0.419195516067708,4.93076698271083
4.8,9.82680471082684,1.00412050370716,0.439487467142254,4.89328630215456
4.9,10.2638130290642,1.21516411937779,0.459892072838654,4.85556826362618
5,10.6949686998149,1.43385908505099,0.48037881943589,4.81771784937481
5.1,11.1198392949891,1.65997872583058,0.500917193212946,4.77984004164956
5.2,11.5379923864969,1.89329636682039,0.521476680448807,4.74203982269955
5.3,11.9489955462484,2.13358533312425,0.542026767422457,4.70442217477389
5.4,12.3524165566733,2.38061649215155,0.562539130053902,4.6670898229517
5.5,12.7478281198707,2.63410327702062,0.583036614367119,4.63009274411182
5.6,13.1348079011775,2.8937011779241,0.603593689649398,4.59342769979792
5.7,13.5129337851641,3.1590631256308,0.624287105463123,4.55708910095445
5.8,13.881783656401,3.42984205090955,0.645193611370679,4.52107135852585
5.9,14.2409353994584,3.70569088452914,0.666389956934451,4.48536888345655
6,14.5899668989067,3.98626255725841,0.687952891716824,4.44997608669101
6.1,14.9284560393164,4.27120999986615,0.709959165280183,4.41488737917367
6.2,15.2559807052578,4.56018614312119,0.732485527186913,4.38009717184895
6.3,15.5721187813142,4.85284391780135,0.755608726996471,4.34559987566048
6.4,15.8766165017326,5.1489541769295,0.779367169373385,4.31137888850289
6.5,16.1698849463023,5.44875347139277,0.803647827539705,4.27737411560021
6.6,16.4524992950093,5.75259329774078,0.828300297720889,4.24351472711788
